,Unnamed: 0,title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
686,712,"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,11-11-2004 17:34,0,6,,0,691,us,233,0.0,21.5,mwb,10.0,-11.13,162.21,"Kirakira, Solomon Islands",Oceania,Solomon Islands
687,713,"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,02-11-2004 10:02,7,4,,0,703,us,459,0.0,37.3,mwb,10.0,49.28,-128.77,"Port McNeill, Canada",North America,Canada
688,714,"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,23-10-2004 08:56,0,8,,0,670,us,782,0.0,37.0,mwc,16.0,37.23,138.78,"Ojiya, Japan",Asia,Japan
689,715,"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,15-10-2004 04:08,5,6,,0,705,us,698,0.0,24.7,mwb,94.0,24.53,122.69,"Yonakuni, Japan",Asia,Japan
690,716,"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7.0,09-10-2004 21:26,0,6,,0,754,us,441,0.0,32.2,mwc,35.0,11.42,-86.66,"Masachapa, Nicaragua",North America,Nicaragua
691,717,"M 6.5 - 9 km W of Talisay, Philippines",6.5,08-10-2004 14:36,5,5,,0,665,us,526,0.0,18.3,mwb,105.0,13.92,120.53,"Talisay, Philippines",Asia,Philippines
692,718,"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,08-10-2004 08:27,0,6,,0,711,us,545,0.0,15.7,mwb,36.0,-10.95,162.16,"Kirakira, Solomon Islands",Oceania,Solomon Islands
693,719,"M 6.6 - 129 km ESE of Shing?, Japan",6.6,06-09-2004 23:29,0,4,,0,670,us,478,0.0,29.8,mwc,10.0,33.2,137.23,"Shing?, Japan",Asia,Japan
694,720,"M 7.4 - 118 km ESE of Shing?, Japan",7.4,05-09-2004 14:57,0,5,,0,842,us,594,0.0,27.5,mwb,10.0,33.18,137.07,"Shing?, Japan",Asia,Japan
695,721,"M 7.2 - 94 km SE of Shing?, Japan",7.2,05-09-2004 10:07,0,5,,0,798,us,643,0.0,28.4,mwc,14.0,33.07,136.62,"Shing?, Japan",Asia,Japan
696,722,"M 6.5 - 67 km ESE of Teno, Chile",6.5,28-08-2004 13:41,0,7,,0,650,us,349,0.0,30.1,mwb,5.0,-35.17,-70.53,"Teno, Chile",South America,Chile
697,723,"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,28-07-2004 03:56,0,7,,0,650,us,305,0.0,39.0,mwc,13.4,-0.44,133.09,"Manokwari, Indonesia",Asia,Indonesia
698,724,"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,10-06-2004 15:19,0,5,,0,732,us,798,0.0,31.2,mwb,188.6,55.68,160.0,"Atlasovo, Russia",Asia,Russian Federation
699,725,"M 6.6 - 11 km N of Cañete, Chile",6.6,03-05-2004 04:36,0,7,,0,670,us,282,0.0,46.9,mwb,21.0,-37.7,-73.41,"Cañete, Chile",South America,Chile
700,726,"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,23-04-2004 01:50,0,5,,0,691,us,386,0.0,27.6,mwb,65.8,-9.36,122.84,"Naisano Dua, Indonesia",Asia,Indonesia
701,727,"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,09-04-2004 15:23,0,4,,0,650,us,424,0.0,29.9,mwb,228.4,-13.17,167.2,"Sola, Vanuatu",Oceania,Vanuatu
702,728,M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,05-04-2004 21:24,0,4,,0,670,us,728,0.0,18.3,mwb,187.1,36.51,71.03,Afghanistan-Tajikistan-Pakistan region,Asia,Afghanistan
703,729,"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,08-02-2004 08:58,0,7,,0,691,us,256,0.0,33.3,mwc,25.7,-3.66,135.34,"Nabire, Indonesia",Asia,Indonesia
704,730,"M 7.3 - Near the south coast of Papua, Indonesia",7.3,07-02-2004 02:42,0,7,,0,820,us,390,0.0,23.0,mwb,10.0,-4.0,135.02,"Papua, Indonesia",Asia,Indonesia
705,731,"M 7.0 - 28 km S of Nabire, Indonesia",7.0,05-02-2004 21:05,0,7,,0,754,us,367,0.0,33.0,mwc,16.6,-3.62,135.54,"Nabire, Indonesia",Asia,Indonesia
706,732,"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,28-01-2004 22:15,0,6,,0,691,us,243,0.0,42.5,mwb,17.4,-3.12,127.4,"Ambon, Indonesia",Asia,Indonesia
707,733,"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,27-12-2003 16:00,0,4,,0,820,us,235,0.0,46.6,mwc,10.0,-22.02,169.77,"Tadine, New Caledonia",Europe,France
708,734,"M 6.6 - 13 km SSW of Bam, Iran",6.6,26-12-2003 01:56,0,9,,0,670,us,552,0.0,44.8,mwc,10.0,29.0,58.31,"Bam, Iran",Asia,Iran
709,735,"M 6.5 - 3 km SSE of Progreso, Panama",6.5,25-12-2003 07:11,0,6,,0,650,us,405,0.0,48.4,mwb,33.0,8.42,-82.82,"Progreso, Panama",North America,Panama
710,736,"M 6.5 - 10 km NE of San Simeon, California",6.5,22-12-2003 19:15,7,9,,0,1390,nc,65,0.04685,71.0,mw,8.382,35.7,-121.1,"San Simeon, California",North America,United States
711,737,"M 6.8 - 92 km E of Yujing, Taiwan",6.8,10-12-2003 04:38,0,7,,0,711,us,447,0.0,27.7,mwb,10.0,23.04,121.36,"Yujing, Taiwan",Asia,Taiwan
712,738,"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,25-11-2003 20:19,0,6,,0,670,us,384,0.0,25.1,mwb,35.0,-5.58,150.88,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
713,739,"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,18-11-2003 17:14,0,6,,0,650,us,487,0.0,45.9,mwb,35.0,12.02,125.42,"Can-Avid, Philippines",Asia,Philippines
714,740,"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,06-11-2003 10:38,0,5,,0,670,us,475,0.0,26.2,mwb,113.7,-19.26,168.89,"Isangel, Vanuatu",Oceania,Vanuatu
715,741,"M 7.0 - 133 km ESE of Ishinomaki, Japan",7.0,31-10-2003 01:06,0,5,,0,754,us,568,0.0,61.2,mwb,10.0,37.81,142.62,"Ishinomaki, Japan",Asia,Japan
716,742,"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,08-10-2003 09:06,0,6,,0,691,us,556,0.0,55.4,mwc,32.0,42.65,144.57,"Kushiro, Japan",Asia,Japan
717,743,"M 6.7 - 9 km S of Aktash, Russia",6.7,01-10-2003 01:03,0,7,,0,691,us,643,0.0,24.5,mwb,10.0,50.21,87.72,"Aktash, Russia",Asia,Russian Federation
718,744,"M 6.5 - 58 km S of Kushiro, Japan",6.5,29-09-2003 02:36,0,5,,0,650,us,586,0.0,71.3,mwc,25.0,42.45,144.38,"Kushiro, Japan",Asia,Japan
719,745,"M 7.3 - 29 km S of Aktash, Russia",7.3,27-09-2003 11:33,0,7,,0,820,us,667,0.0,24.5,mwb,16.0,50.04,87.81,"Aktash, Russia",Asia,Russian Federation
720,746,"M 7.4 - 119 km ESE of Shizunai-furukawach?, Japan",7.4,25-09-2003 21:08,0,7,,0,842,us,514,0.0,78.8,mwc,33.0,41.77,143.59,"Shizunai-furukawach?, Japan",Asia,Japan
721,747,"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,25-09-2003 19:50,0,9,,0,1024,official,0,0.0,0.0,mww,27.0,41.82,143.91,"Kushiro, Japan",Asia,Japan
722,748,"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,21-09-2003 18:16,0,7,,0,670,us,518,0.0,24.7,mwb,10.0,19.92,95.67,"Taungdwingyi, Myanmar",Asia,Myanmar
723,749,"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,21-08-2003 12:12,0,7,,0,798,us,428,0.0,17.5,mwc,28.0,-45.1,167.14,"Te Anau, New Zealand",Oceania,New Zealand
724,750,M 7.6 - Scotia Sea,7.6,04-08-2003 04:37,0,6,,0,889,us,315,0.0,25.2,mwc,10.0,-60.53,-43.41,Scotia Sea,Europe,United Kingdom
725,751,"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,15-07-2003 18:46,0,6,,0,650,us,156,0.0,31.4,mwb,33.0,-3.83,152.17,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea
726,752,"M 6.8 - 42 km W of Ovalle, Chile",6.8,20-06-2003 13:30,0,7,,0,711,us,398,0.0,39.1,mwc,33.0,-30.61,-71.64,"Ovalle, Chile",South America,Chile
727,753,"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,16-06-2003 22:08,0,5,,0,732,us,733,0.0,26.7,mwb,174.8,55.49,160.0,"Atlasovo, Russia",Asia,Russian Federation
728,754,"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,07-06-2003 00:32,0,6,,0,670,us,419,0.0,27.8,mwc,33.0,-5.1,152.5,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
729,755,"M 7.0 - 116 km NE of Tobelo, Indonesia",7.0,26-05-2003 19:23,0,6,,0,754,us,473,0.0,30.3,mwc,31.0,2.35,128.85,"Tobelo, Indonesia",Asia,Indonesia
730,756,"M 7.0 - 27 km SSW of ?funato, Japan",7.0,26-05-2003 09:24,0,7,,0,754,us,690,0.0,19.1,mwb,68.0,38.85,141.57,"?funato, Japan",Asia,Japan
731,757,"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,21-05-2003 18:44,0,9,,0,711,us,534,0.0,19.4,mwc,12.0,36.96,3.63,"Dellys, Algeria",Africa,Algeria
732,758,"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,25-03-2003 02:53,0,7,,0,650,us,247,0.0,28.7,mwc,33.0,-8.29,120.74,"Ruteng, Indonesia",Asia,Indonesia
733,759,"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,11-03-2003 07:27,0,7,,0,711,us,431,0.0,38.4,mwc,40.2,-4.69,153.24,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
734,760,"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,22-01-2003 02:06,0,7,,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.1,"Cuyutlán, Mexico",North America,Mexico
735,761,"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,21-01-2003 02:46,0,6,,0,650,us,316,0.0,0.0,mwc,24.0,13.63,-90.77,"Puerto San José, Guatemala",North America,Guatemala
736,762,"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,20-01-2003 08:43,0,6,,0,820,us,457,0.0,0.0,mwc,33.0,-10.49,160.77,"Kirakira, Solomon Islands",Oceania,Solomon Islands
737,763,"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,10-01-2003 13:11,0,5,,0,691,us,323,0.0,0.0,mwb,71.9,-5.31,153.7,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
738,764,"M 6.7 - New Ireland region, Papua New Guinea",6.7,12-12-2002 08:30,0,6,,0,691,us,453,0.0,0.0,mwb,34.0,-4.79,153.28,"New Ireland region, Papua New Guinea",Oceania,Papua New Guinea
739,765,"M 7.9 - 75 km E of Cantwell, Alaska",7.9,03-11-2002 22:12,8,9,,0,1750,ak,0,0.0,0.0,mw,4.2,63.51,-147.45,"Cantwell, Alaska",North America,United States
740,766,"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,02-11-2002 01:26,0,7,,0,842,us,418,0.0,0.0,mwb,30.0,2.82,96.08,"Sinabang, Indonesia",Asia,Indonesia
741,767,"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,23-10-2002 11:27,0,7,,0,670,ak,0,0.0,0.0,mw,4.2,63.51,-147.91,"Cantwell, Alaska",North America,United States
742,768,"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,10-10-2002 12:28,0,7,,0,691,us,250,0.0,0.0,ms,10.0,-1.51,133.97,"Manokwari, Indonesia",Asia,Indonesia
743,769,"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,10-10-2002 10:50,0,7,,0,889,us,375,0.0,0.0,mwc,10.0,-1.76,134.3,"Manokwari, Indonesia",Asia,Indonesia
744,770,"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,13-09-2002 22:28,0,6,,0,650,us,646,0.0,0.0,mwc,21.0,13.04,93.07,"Bamboo Flat, India",Asia,India
745,771,"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,08-09-2002 18:44,0,7,,0,889,us,428,0.0,0.0,mwc,13.0,-3.3,142.94,"Aitape, Papua New Guinea",Oceania,Papua New Guinea
746,772,"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,14-08-2002 13:57,0,4,,0,650,us,260,0.0,0.0,mwc,30.0,14.1,146.2,"San Jose Village, Northern Mariana Islands",North America,United States
747,773,"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,31-07-2002 00:16,0,7,,0,650,us,533,0.0,0.0,mwc,10.0,7.93,-82.79,"Punta de Burica, Panama",North America,Panama
748,774,"M 6.5 - 59 km SSW of Abhar, Iran",6.5,22-06-2002 02:58,0,8,,0,650,us,555,0.0,0.0,mwc,10.0,35.63,49.05,"Abhar, Iran",Asia,Iran
749,775,"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,18-06-2002 13:56,0,7,,0,670,us,420,0.0,0.0,mwb,54.0,-30.8,-71.12,"Monte Patria, Chile",South America,Chile
750,776,"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,17-06-2002 21:26,0,5,,0,691,us,272,0.0,0.0,mwc,33.0,-12.59,166.38,"Sola, Vanuatu",Oceania,Vanuatu
751,777,"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,26-04-2002 16:06,0,7,,0,776,us,257,0.0,0.0,mwc,85.7,13.09,144.62,"Merizo Village, Guam",North America,United States
752,778,"M 6.7 - 31 km SW of Copiapó, Chile",6.7,18-04-2002 16:08,0,7,,0,691,us,462,0.0,0.0,mwb,62.0,-27.54,-70.59,"Copiapó, Chile",South America,Chile
753,779,"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,18-04-2002 05:02,0,6,,0,711,us,292,0.0,0.0,mwc,24.9,16.98,-100.86,"Nuxco, Mexico",North America,Mexico
754,780,"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,31-03-2002 06:52,0,6,,0,776,us,550,0.0,0.0,mwc,32.8,24.28,122.18,"Hualien City, Taiwan",Asia,Taiwan
755,781,"M 6.5 - 107 km NE of Calama, Chile",6.5,28-03-2002 04:56,0,5,,0,650,us,486,0.0,0.0,mwc,125.1,-21.66,-68.33,"Calama, Chile",South America,Chile
756,782,"M 7.5 - Mindanao, Philippines",7.5,05-03-2002 21:16,0,7,,0,865,us,321,0.0,0.0,mwc,31.0,6.03,124.25,"Mindanao, Philippines",Asia,Philippines
757,783,"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,03-03-2002 12:08,0,5,,0,842,us,138,0.0,0.0,mwc,225.6,36.5,70.48,"Jurm, Afghanistan",Asia,Afghanistan
758,784,"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,05-02-2002 13:27,0,6,,0,670,us,444,0.0,0.0,mwc,39.0,-5.34,151.25,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
759,785,"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,03-02-2002 07:11,0,7,,0,650,us,482,0.0,0.0,mwc,5.0,38.57,31.27,"Sultanda??, Turkey",Asia,Turkey
760,786,"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,10-01-2002 11:14,0,8,,0,691,us,333,0.0,0.0,mwc,11.0,-3.21,142.43,"Aitape, Papua New Guinea",Oceania,Papua New Guinea
761,787,"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,03-01-2002 10:17,0,6,,0,670,us,386,0.0,0.0,mwc,10.0,-17.66,168.0,"Port-Vila, Vanuatu",Oceania,Vanuatu
762,788,"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,02-01-2002 17:22,0,6,,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.86,"Port-Vila, Vanuatu",Oceania,Vanuatu
763,789,"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,23-12-2001 22:52,0,7,,0,711,us,385,0.0,0.0,mwc,16.0,-9.61,159.53,"Malango, Solomon Islands",Oceania,Solomon Islands
764,790,"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,18-12-2001 04:02,0,5,,0,711,us,499,0.0,0.0,mwc,14.0,23.95,122.73,"Yonakuni, Japan",Asia,Japan
765,791,"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,02-12-2001 13:01,0,5,,0,650,us,605,0.0,0.0,mwc,123.8,39.4,141.09,"Hanamaki, Japan",Asia,Japan
766,792,"M 7.8 - Southern Qinghai, China",7.8,14-11-2001 09:26,0,9,,0,936,us,368,0.0,0.0,mwc,10.0,35.95,90.54,"Southern Qinghai, China",Asia,China
767,793,"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,31-10-2001 09:10,0,7,,0,754,us,254,0.0,0.0,mwc,33.0,-5.91,150.2,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
768,794,"M 7.5 - 155 km E of Kendari, Indonesia",7.5,19-10-2001 03:28,0,6,,0,865,us,234,0.0,0.0,mwc,33.0,-4.1,123.91,"Kendari, Indonesia",Asia,Indonesia
769,795,"M 7.0 - 69 km SSE of Inarajan Village, Guam",7.0,12-10-2001 15:02,0,6,,0,754,us,482,0.0,0.0,mwc,37.0,12.69,144.98,"Inarajan Village, Guam",Oceania,Guam
770,796,"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,11-09-2001 14:56,0,6,,0,650,us,174,0.0,0.0,mwc,33.0,-0.58,133.13,"Manokwari, Indonesia",Asia,Indonesia
771,797,"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,28-07-2001 07:32,6,6,,0,754,ak,0,0.0,0.0,mw,131.8,58.78,-154.7,"Kokhanok, Alaska",North America,United States
772,798,"M 6.5 - 32 km WNW of Skýros, Greece",6.5,26-07-2001 00:21,0,8,,0,650,us,483,0.0,0.0,mwc,10.0,39.06,24.24,"Skýros, Greece",Europe,Greece
773,799,"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,07-07-2001 09:38,0,7,,0,889,us,398,0.0,0.0,mwc,33.0,-17.54,-72.08,"Punta de Bombón, Peru",South America,Peru
774,800,"M 6.6 - 31 km S of Achanizo, Peru",6.6,05-07-2001 13:53,0,7,,0,670,us,324,0.0,0.0,mwc,62.0,-16.09,-73.99,"Achanizo, Peru",South America,Peru
775,801,"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,26-06-2001 04:18,0,6,,0,691,us,422,0.0,0.0,mwc,24.0,-17.74,-71.65,"Pacocha, Peru",South America,Peru
776,802,"M 8.4 - 6 km SSW of Atico, Peru",8.4,23-06-2001 20:33,0,8,,0,1086,official,518,0.0,0.0,mww,33.0,-16.26,-73.64,"Atico, Peru",South America,Peru
777,803,"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,19-04-2001 21:43,0,6,,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.86,"Panguna, Papua New Guinea",Oceania,Solomon Islands
778,804,"M 6.8 - 16 km SSW of Kure, Japan",6.8,24-03-2001 06:27,0,7,,0,711,us,596,0.0,0.0,mwc,50.0,34.08,132.53,"Kure, Japan",Asia,Japan
779,805,"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,19-03-2001 05:52,0,6,,0,650,us,206,0.0,0.0,mwc,33.0,-4.03,128.02,"Ambon, Indonesia",Asia,Indonesia
780,806,"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,28-02-2001 18:54,7,7,,0,1441,uw,67,0.0,31.0,md,51.798,47.15,-122.73,"Longbranch, Washington",North America,United States
781,807,"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,24-02-2001 07:23,0,7,,0,776,us,426,0.0,0.0,mwc,35.0,1.27,126.25,"Ternate, Indonesia",Asia,Indonesia
782,808,"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,13-02-2001 19:28,0,6,,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.56,"Bengkulu, Indonesia",Asia,Indonesia
783,809,"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,13-02-2001 14:22,0,8,,0,670,us,273,0.0,0.0,mwc,10.0,13.67,-88.94,"Cojutepeque, El Salvador",North America,El Salvador
784,810,"M 7.7 - 17 km NW of Bhach?u, India",7.7,26-01-2001 03:16,0,9,,0,912,us,472,0.0,0.0,mwc,16.0,23.42,70.23,"Bhach?u, India",Asia,India
785,811,"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,16-01-2001 13:25,0,6,,0,732,us,117,0.0,0.0,mwb,28.0,-4.02,101.78,"Bengkulu, Indonesia",Asia,Indonesia
786,812,"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,13-01-2001 17:33,0,8,,0,912,us,427,0.0,0.0,mwc,60.0,13.05,-88.66,"Puerto El Triunfo, El Salvador",North America,El Salvador
787,813,"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,10-01-2001 16:02,5,7,,0,745,ak,0,0.0,0.0,mw,36.4,56.77,-153.28,"Old Harbor, Alaska",North America,United States
788,814,"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,09-01-2001 16:49,0,7,,0,776,us,372,0.0,0.0,mwb,103.0,-14.93,167.17,"Port-Olry, Vanuatu",Oceania,Vanuatu
789,815,"M 6.8 - Mindanao, Philippines",6.8,01-01-2001 08:54,0,5,,0,711,us,64,0.0,0.0,mwc,33.0,6.63,126.9,"Mindanao, Philippines",Asia,Philippines
790,816,"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,01-01-2001 06:57,0,7,,0,865,us,324,0.0,0.0,mwc,33.0,6.9,126.58,"Lukatan, Philippines",Asia,Philippines
791,817,"M 6.5 - 52 km ENE of Kokopo, Papua New Guinea",6.5,06-12-2000 22:57,0,7,,0,650,us,401,0.0,0.0,mwc,31.0,-4.22,152.72,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
792,818,"M 7.0 - 37 km E of Balkanabat, Turkmenistan",7.0,06-12-2000 17:11,0,7,,0,754,us,495,0.0,0.0,mwc,30.0,39.57,54.8,"Balkanabat, Turkmenistan",Asia,Turkmenistan
793,819,"M 6.5 - 23 km SSE of Badamdar, Azerbaijan",6.5,25-11-2000 18:10,0,6,,0,650,us,268,0.0,0.0,mwc,33.0,40.17,49.95,"Badamdar, Azerbaijan",Asia,Azerbaijan
794,820,"M 6.8 - 15 km SSE of Baku, Azerbaijan",6.8,25-11-2000 18:09,0,6,,0,711,us,446,0.0,0.0,mwc,50.4,40.24,49.95,"Baku, Azerbaijan",Asia,Azerbaijan
795,821,"M 6.8 - 112 km SSW of Kokopo, Papua New Guinea",6.8,18-11-2000 06:54,0,6,,0,711,us,402,0.0,0.0,mwb,33.0,-5.23,151.77,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
796,822,"M 6.6 - 131 km SE of Kokopo, Papua New Guinea",6.6,18-11-2000 02:05,0,6,,0,670,us,267,0.0,0.0,mwc,33.0,-5.1,153.18,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
797,823,"M 7.8 - 138 km SSW of Kokopo, Papua New Guinea",7.8,17-11-2000 21:01,0,7,,0,936,us,346,0.0,0.0,mwc,33.0,-5.5,151.78,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
798,824,"M 6.5 - 118 km ESE of Kokopo, Papua New Guinea",6.5,16-11-2000 07:45,0,6,,0,650,us,71,0.0,0.0,mb,33.0,-4.83,153.23,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
799,825,"M 7.8 - 135 km SE of Kokopo, Papua New Guinea",7.8,16-11-2000 07:42,0,7,,0,936,us,294,0.0,0.0,mwc,30.0,-5.23,153.1,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
800,826,"M 8.0 - 24 km N of Rabaul, Papua New Guinea",8.0,16-11-2000 04:54,0,7,,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.17,"Rabaul, Papua New Guinea",Oceania,Papua New Guinea
801,827,"M 6.5 - 10 km SW of Juradó, Colombia",6.5,08-11-2000 06:59,0,7,,0,650,us,462,0.0,0.0,mwc,17.0,7.04,-77.83,"Juradó, Colombia",South America,Colombia
802,828,"M 7.0 - 191 km ESE of Kokopo, Papua New Guinea",7.0,29-10-2000 08:37,0,7,,0,754,us,60,0.0,0.0,mwc,50.0,-4.77,153.94,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
803,829,"M 6.8 - 29 km SW of Labuan, Indonesia",6.8,25-10-2000 09:32,0,6,,0,711,us,415,0.0,0.0,mwc,38.0,-6.55,105.63,"Labuan, Indonesia",Asia,Indonesia
804,830,"M 6.7 - 8 km ESE of Matsue, Japan",6.7,06-10-2000 04:30,0,8,,0,691,us,390,0.0,0.0,mwc,10.0,35.46,133.13,"Matsue, Japan",Asia,Japan
805,831,"M 7.0 - 29 km WNW of Luganville, Vanuatu",7.0,04-10-2000 16:58,0,7,,0,754,us,357,0.0,0.0,mwc,23.0,-15.42,166.91,"Luganville, Vanuatu",Oceania,Vanuatu
806,832,"M 6.5 - 15 km W of Nkove, Tanzania",6.5,02-10-2000 02:25,0,6,,0,650,us,415,0.0,0.0,mwb,34.0,-7.98,30.71,"Nkove, Tanzania",Africa,Tanzania
807,833,"M 6.8 - 98 km WSW of Ambon, Indonesia",6.8,28-08-2000 15:05,0,6,,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.39,"Ambon, Indonesia",Asia,Indonesia
808,834,"M 6.5 - 24 km NNW of El Habillal, Mexico",6.5,09-08-2000 11:41,0,6,,0,650,us,481,0.0,0.0,mwc,45.8,18.2,-102.48,"El Habillal, Mexico",North America,Mexico
809,835,"M 6.8 - 35 km SSE of Uglegorsk, Russia",6.8,04-08-2000 21:13,0,7,,0,711,us,593,0.0,0.0,mwc,10.0,48.79,142.25,"Uglegorsk, Russia",Asia,Russian Federation
810,836,"M 6.6 - 161 km SSE of Lata, Solomon Islands",6.6,03-08-2000 01:09,0,6,,0,670,us,218,0.0,0.0,mwc,33.0,-12.04,166.45,"Lata, Solomon Islands",Oceania,Solomon Islands
811,837,"M 6.5 - 94 km SSE of Shimoda, Japan",6.5,30-07-2000 12:25,0,7,,0,650,us,428,0.0,0.0,mwc,10.0,33.9,139.38,"Shimoda, Japan",Asia,Japan
812,838,"M 6.6 - 227 km SE of Kandrian, Papua New Guinea",6.6,16-07-2000 03:57,0,5,,0,670,us,367,0.0,0.0,mwc,10.0,-7.75,150.92,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea
813,839,"M 6.5 - 24 km SSW of Larsen Bay, Alaska",6.5,11-07-2000 01:32,0,6,,0,650,ak,0,0.0,0.0,mw,42.9,57.35,-154.2,"Larsen Bay, Alaska",North America,United States
814,840,"M 6.5 - 12 km ENE of Selfoss, Iceland",6.5,21-06-2000 00:51,0,9,,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.76,"Selfoss, Iceland",Europe,Iceland
815,841,M 7.9 - South Indian Ocean,7.9,18-06-2000 14:44,0,5,,0,960,us,405,0.0,0.0,mwc,10.0,-13.8,97.45,South Indian Ocean,Europe,United Kingdom
816,842,"M 6.5 - 25 km E of Selfoss, Iceland",6.5,17-06-2000 15:40,0,8,,0,650,us,406,0.0,0.0,mwc,10.0,63.97,-20.49,"Selfoss, Iceland",Europe,Iceland
